Agent 1,Agent 2,Agent 3,Agent 4,Agent 5
23.0,25.0,25.0,33.0,29.0
21.0,21.0,47.0,37.0,39.0
21.0,17.0,13.0,18.0,22.0
20.0,30.0,25.0,24.0,15.0
32.0,58.0,11.0,18.0,14.0
25.0,33.0,20.0,39.0,23.0
28.0,12.0,15.0,12.0,39.0
25.0,15.0,21.0,26.0,19.0
16.0,14.0,12.0,34.0,44.0
25.0,21.0,16.0,18.0,18.0
16.0,15.0,21.0,15.0,9.0
28.0,38.0,45.0,39.0,12.0
35.0,22.0,26.0,50.0,18.0
19.0,15.0,22.0,19.0,12.0
24.0,12.0,13.0,18.0,12.0
42.0,17.0,27.0,12.0,19.0
33.0,17.0,41.0,30.0,10.0
25.0,17.0,64.0,19.0,73.0
72.0,49.0,40.0,15.0,15.0
37.0,9.0,18.0,24.0,35.0
32.0,9.0,38.0,32.0,18.0
29.0,22.0,17.0,33.0,15.0
14.0,11.0,19.0,20.0,21.0
19.0,15.0,18.0,12.0,16.0
104.0,10.0,51.0,14.0,45.0
31.0,13.0,18.0,42.0,26.0
36.0,37.0,13.0,13.0,16.0
37.0,22.0,14.0,19.0,19.0
47.0,18.0,9.0,30.0,16.0
40.0,32.0,21.0,15.0,19.0
26.0,15.0,13.0,16.0,45.0
65.0,32.0,12.0,55.0,27.0
30.0,12.0,25.0,12.0,21.0
38.0,13.0,82.0,13.0,15.0
43.0,10.0,18.0,20.0,18.0
30.0,25.0,46.0,46.0,19.0
21.0,26.0,46.0,16.0,27.0
49.0,61.0,21.0,34.0,20.0
12.0,12.0,28.0,43.0,18.0
17.0,26.0,24.0,11.0,11.0
26.0,11.0,23.0,28.0,21.0
44.0,51.0,27.0,57.0,15.0
19.0,11.0,42.0,25.0,19.0
65.0,12.0,50.0,17.0,16.0
34.0,16.0,41.0,44.0,22.0
58.0,26.0,32.0,10.0,23.0
30.0,14.0,91.0,26.0,20.0
30.0,17.0,42.0,13.0,12.0
65.0,9.0,106.0,39.0,16.0
14.0,13.0,40.0,25.0,46.0
18.0,17.0,42.0,15.0,25.0
48.0,11.0,33.0,18.0,15.0
38.0,15.0,39.0,34.0,14.0
31.0,29.0,40.0,22.0,13.0
25.0,18.0,23.0,44.0,18.0
61.0,12.0,27.0,18.0,45.0
38.0,20.0,33.0,21.0,13.0
23.0,16.0,20.0,22.0,18.0
62.0,11.0,28.0,38.0,20.0
23.0,10.0,37.0,15.0,31.0
84.0,17.0,128.0,35.0,17.0
33.0,22.0,55.0,29.0,25.0
33.0,13.0,88.0,33.0,15.0
22.0,14.0,114.0,10.0,17.0
109.0,14.0,138.0,30.0,25.0
33.0,13.0,21.0,10.0,13.0
17.0,14.0,85.0,37.0,29.0
22.0,11.0,113.0,16.0,13.0
31.0,14.0,34.0,32.0,21.0
42.0,22.0,59.0,37.0,26.0
110.0,10.0,94.0,10.0,28.0
105.0,14.0,125.0,11.0,20.0
43.0,26.0,107.0,33.0,34.0
53.0,12.0,133.0,34.0,24.0
38.0,36.0,204.0,11.0,44.0
96.0,67.0,92.0,37.0,33.0
60.0,18.0,91.0,23.0,51.0
61.0,10.0,36.0,15.0,19.0
79.0,16.0,33.0,21.0,12.0
23.0,17.0,75.0,21.0,13.0
113.0,14.0,164.0,15.0,10.0
53.0,27.0,202.0,14.0,18.0
47.0,15.0,500.0,42.0,12.0
23.0,25.0,180.0,29.0,19.0
36.0,20.0,118.0,23.0,13.0
28.0,20.0,245.0,23.0,20.0
60.0,13.0,222.0,21.0,29.0
50.0,14.0,302.0,17.0,36.0
77.0,13.0,317.0,14.0,17.0
29.0,13.0,344.0,19.0,15.0
53.0,21.0,500.0,19.0,32.0
68.0,16.0,387.0,39.0,13.0
192.0,18.0,500.0,32.0,16.0
131.0,42.0,500.0,13.0,13.0
77.0,44.0,500.0,20.0,13.0
22.0,45.0,29.0,29.0,14.0
78.0,33.0,500.0,99.0,28.0
54.0,28.0,500.0,10.0,23.0
75.0,13.0,500.0,44.0,20.0
65.0,11.0,500.0,16.0,21.0
61.0,22.0,370.0,16.0,11.0
91.0,28.0,500.0,22.0,21.0
64.0,18.0,407.0,24.0,49.0
40.0,41.0,130.0,16.0,31.0
31.0,18.0,243.0,15.0,20.0
63.0,13.0,352.0,11.0,21.0
33.0,30.0,500.0,24.0,21.0
69.0,22.0,500.0,32.0,24.0
103.0,18.0,374.0,26.0,12.0
60.0,65.0,500.0,16.0,20.0
88.0,44.0,500.0,18.0,23.0
47.0,11.0,369.0,19.0,16.0
59.0,38.0,85.0,13.0,14.0
112.0,17.0,500.0,18.0,13.0
157.0,13.0,372.0,18.0,14.0
12.0,19.0,349.0,16.0,58.0
48.0,17.0,370.0,14.0,19.0
55.0,19.0,160.0,19.0,32.0
96.0,11.0,153.0,11.0,25.0
67.0,16.0,277.0,17.0,27.0
71.0,16.0,139.0,14.0,29.0
87.0,13.0,71.0,20.0,11.0
113.0,27.0,82.0,26.0,16.0
195.0,15.0,105.0,22.0,53.0
105.0,12.0,410.0,21.0,17.0
304.0,23.0,500.0,15.0,17.0
178.0,12.0,31.0,38.0,17.0
349.0,14.0,78.0,24.0,11.0
101.0,13.0,394.0,26.0,21.0
109.0,9.0,162.0,41.0,12.0
52.0,50.0,108.0,12.0,24.0
27.0,15.0,109.0,55.0,12.0
17.0,18.0,110.0,30.0,24.0
95.0,17.0,119.0,12.0,33.0
31.0,11.0,108.0,30.0,11.0
82.0,100.0,109.0,18.0,15.0
25.0,18.0,104.0,29.0,12.0
160.0,12.0,97.0,70.0,34.0
91.0,20.0,41.0,18.0,20.0
89.0,17.0,53.0,53.0,24.0
23.0,34.0,35.0,11.0,27.0
89.0,19.0,123.0,41.0,34.0
346.0,10.0,105.0,10.0,18.0
262.0,42.0,109.0,19.0,11.0
141.0,15.0,62.0,20.0,21.0
63.0,16.0,94.0,13.0,18.0
142.0,12.0,57.0,31.0,29.0
79.0,14.0,45.0,30.0,30.0
75.0,15.0,99.0,37.0,19.0
95.0,17.0,110.0,14.0,20.0
82.0,10.0,160.0,29.0,16.0
149.0,27.0,193.0,20.0,9.0
254.0,21.0,149.0,12.0,11.0
179.0,33.0,175.0,16.0,17.0
256.0,18.0,171.0,37.0,30.0
182.0,9.0,292.0,50.0,29.0
51.0,37.0,268.0,12.0,46.0
219.0,12.0,300.0,19.0,21.0
134.0,24.0,228.0,34.0,44.0
145.0,14.0,255.0,13.0,36.0
256.0,36.0,108.0,34.0,31.0
159.0,9.0,112.0,12.0,14.0
185.0,34.0,137.0,33.0,19.0
187.0,14.0,118.0,18.0,45.0
249.0,14.0,148.0,18.0,16.0
51.0,40.0,29.0,31.0,20.0
152.0,21.0,54.0,20.0,12.0
173.0,33.0,126.0,35.0,11.0
174.0,21.0,106.0,15.0,24.0
352.0,58.0,41.0,16.0,16.0
270.0,22.0,210.0,12.0,11.0
190.0,12.0,194.0,70.0,30.0
388.0,39.0,151.0,44.0,18.0
234.0,11.0,224.0,25.0,26.0
186.0,30.0,190.0,37.0,27.0
202.0,15.0,417.0,34.0,12.0
338.0,15.0,500.0,58.0,26.0
348.0,16.0,500.0,11.0,15.0
152.0,18.0,500.0,31.0,24.0
167.0,10.0,500.0,12.0,23.0
163.0,24.0,124.0,21.0,42.0
175.0,18.0,104.0,83.0,16.0
160.0,16.0,107.0,22.0,23.0
104.0,15.0,119.0,10.0,11.0
141.0,24.0,108.0,27.0,40.0
96.0,16.0,112.0,11.0,11.0
150.0,10.0,500.0,14.0,9.0
57.0,34.0,122.0,32.0,25.0
216.0,15.0,123.0,27.0,15.0
239.0,15.0,33.0,37.0,20.0
148.0,23.0,117.0,33.0,14.0
159.0,37.0,121.0,38.0,11.0
438.0,13.0,155.0,27.0,19.0
264.0,21.0,123.0,67.0,21.0
219.0,30.0,129.0,14.0,34.0
384.0,26.0,197.0,38.0,51.0
371.0,10.0,154.0,19.0,22.0
436.0,13.0,158.0,23.0,22.0
81.0,15.0,173.0,25.0,10.0
500.0,12.0,135.0,14.0,23.0
100.0,45.0,138.0,16.0,21.0
353.0,24.0,261.0,36.0,25.0
500.0,21.0,34.0,24.0,17.0
129.0,53.0,254.0,38.0,28.0
214.0,20.0,156.0,46.0,43.0
327.0,15.0,88.0,21.0,19.0
288.0,19.0,47.0,34.0,16.0
156.0,14.0,17.0,29.0,11.0
254.0,18.0,86.0,27.0,15.0
459.0,11.0,43.0,12.0,19.0
73.0,14.0,65.0,33.0,13.0
267.0,68.0,36.0,30.0,11.0
158.0,21.0,83.0,45.0,18.0
316.0,13.0,10.0,46.0,29.0
500.0,19.0,137.0,34.0,15.0
500.0,29.0,500.0,34.0,16.0
330.0,20.0,432.0,64.0,40.0
500.0,36.0,368.0,29.0,12.0
451.0,10.0,449.0,58.0,46.0
218.0,65.0,367.0,22.0,19.0
500.0,32.0,272.0,21.0,37.0
324.0,17.0,176.0,37.0,23.0
500.0,15.0,350.0,10.0,10.0
500.0,10.0,500.0,20.0,20.0
500.0,12.0,500.0,32.0,21.0
189.0,18.0,500.0,12.0,10.0
271.0,41.0,500.0,36.0,27.0
262.0,21.0,500.0,23.0,25.0
129.0,18.0,500.0,25.0,23.0
210.0,19.0,500.0,36.0,41.0
237.0,19.0,500.0,26.0,14.0
372.0,19.0,500.0,22.0,20.0
350.0,27.0,500.0,26.0,26.0
235.0,26.0,500.0,29.0,13.0
293.0,12.0,500.0,21.0,67.0
177.0,55.0,207.0,34.0,38.0
398.0,25.0,115.0,61.0,32.0
452.0,9.0,20.0,58.0,12.0
500.0,12.0,107.0,49.0,14.0
214.0,32.0,16.0,20.0,59.0
285.0,25.0,500.0,41.0,15.0
500.0,32.0,314.0,30.0,39.0
447.0,22.0,494.0,26.0,36.0
206.0,23.0,217.0,36.0,20.0
202.0,35.0,299.0,19.0,53.0
109.0,17.0,500.0,16.0,17.0
147.0,14.0,500.0,25.0,12.0
483.0,31.0,500.0,17.0,33.0
222.0,26.0,500.0,12.0,29.0
127.0,10.0,500.0,65.0,59.0
500.0,9.0,500.0,10.0,21.0
500.0,11.0,500.0,44.0,17.0
246.0,14.0,500.0,41.0,40.0
500.0,15.0,500.0,30.0,30.0
500.0,34.0,500.0,109.0,10.0
281.0,19.0,500.0,14.0,11.0
80.0,25.0,500.0,22.0,24.0
95.0,16.0,500.0,67.0,11.0
430.0,14.0,500.0,29.0,54.0
476.0,13.0,500.0,25.0,22.0
469.0,27.0,500.0,50.0,16.0
84.0,19.0,500.0,11.0,10.0
290.0,21.0,500.0,21.0,17.0
173.0,17.0,500.0,18.0,12.0
351.0,10.0,500.0,31.0,30.0
161.0,34.0,500.0,73.0,60.0
201.0,14.0,500.0,35.0,12.0
292.0,36.0,500.0,24.0,26.0
148.0,14.0,500.0,41.0,15.0
193.0,45.0,500.0,55.0,11.0
203.0,15.0,269.0,26.0,18.0
265.0,31.0,500.0,57.0,14.0
152.0,16.0,500.0,27.0,22.0
227.0,21.0,500.0,40.0,16.0
187.0,21.0,500.0,60.0,50.0
46.0,13.0,500.0,20.0,20.0
125.0,21.0,500.0,25.0,37.0
88.0,31.0,500.0,27.0,12.0
142.0,14.0,500.0,13.0,42.0
113.0,10.0,500.0,56.0,22.0
177.0,20.0,130.0,24.0,15.0
205.0,33.0,123.0,18.0,19.0
135.0,45.0,128.0,18.0,19.0
176.0,17.0,116.0,10.0,9.0
192.0,13.0,123.0,43.0,22.0
106.0,28.0,109.0,10.0,21.0
128.0,25.0,118.0,37.0,11.0
130.0,12.0,110.0,24.0,39.0
116.0,14.0,108.0,33.0,34.0
188.0,18.0,110.0,28.0,30.0
221.0,34.0,131.0,50.0,14.0
166.0,47.0,132.0,46.0,24.0
143.0,12.0,133.0,55.0,27.0
162.0,15.0,138.0,25.0,28.0
133.0,37.0,130.0,83.0,17.0
177.0,14.0,500.0,30.0,39.0
235.0,18.0,183.0,37.0,34.0
126.0,27.0,199.0,14.0,61.0
190.0,13.0,188.0,12.0,38.0
152.0,19.0,164.0,14.0,12.0
127.0,14.0,154.0,17.0,31.0
176.0,16.0,144.0,52.0,10.0
156.0,20.0,151.0,15.0,41.0
172.0,43.0,154.0,30.0,57.0
157.0,21.0,146.0,47.0,15.0
238.0,14.0,159.0,31.0,32.0
193.0,24.0,147.0,61.0,9.0
162.0,21.0,139.0,31.0,21.0
462.0,22.0,136.0,26.0,35.0
259.0,25.0,136.0,24.0,73.0
500.0,27.0,114.0,61.0,13.0
500.0,10.0,124.0,33.0,21.0
500.0,38.0,122.0,23.0,11.0
300.0,28.0,128.0,38.0,18.0
500.0,14.0,141.0,39.0,45.0
500.0,17.0,116.0,63.0,15.0
331.0,39.0,106.0,59.0,16.0
500.0,25.0,121.0,28.0,13.0
341.0,14.0,131.0,38.0,15.0
500.0,55.0,123.0,19.0,27.0
500.0,43.0,128.0,22.0,16.0
423.0,22.0,117.0,40.0,18.0
500.0,33.0,116.0,23.0,10.0
268.0,35.0,113.0,54.0,25.0
500.0,19.0,120.0,21.0,23.0
482.0,28.0,102.0,42.0,31.0
493.0,11.0,124.0,36.0,15.0
346.0,17.0,92.0,41.0,18.0
484.0,13.0,104.0,27.0,17.0
357.0,24.0,93.0,46.0,10.0
500.0,37.0,76.0,27.0,11.0
500.0,36.0,107.0,59.0,13.0
500.0,11.0,102.0,56.0,25.0
500.0,24.0,87.0,49.0,57.0
500.0,16.0,121.0,42.0,36.0
500.0,87.0,121.0,13.0,19.0
500.0,25.0,130.0,75.0,46.0
500.0,46.0,124.0,53.0,31.0
407.0,16.0,132.0,60.0,40.0
500.0,9.0,111.0,45.0,15.0
500.0,21.0,107.0,12.0,16.0
500.0,48.0,101.0,68.0,22.0
500.0,21.0,104.0,42.0,38.0
500.0,23.0,123.0,25.0,23.0
287.0,11.0,112.0,19.0,21.0
500.0,24.0,116.0,54.0,29.0
304.0,14.0,103.0,87.0,53.0
493.0,17.0,105.0,26.0,82.0
500.0,36.0,125.0,45.0,21.0
500.0,46.0,108.0,61.0,105.0
500.0,51.0,101.0,16.0,14.0
500.0,45.0,83.0,82.0,26.0
500.0,13.0,96.0,49.0,16.0
500.0,32.0,99.0,59.0,38.0
500.0,26.0,111.0,23.0,12.0
421.0,22.0,73.0,79.0,22.0
239.0,8.0,91.0,58.0,20.0
500.0,18.0,122.0,28.0,28.0
500.0,23.0,110.0,27.0,22.0
366.0,36.0,121.0,42.0,14.0
500.0,24.0,107.0,31.0,21.0
500.0,37.0,161.0,32.0,27.0
500.0,14.0,117.0,15.0,96.0
500.0,12.0,134.0,88.0,16.0
500.0,27.0,117.0,107.0,18.0
500.0,35.0,37.0,46.0,14.0
500.0,17.0,134.0,105.0,28.0
500.0,17.0,134.0,55.0,27.0
500.0,30.0,111.0,31.0,57.0
500.0,18.0,99.0,77.0,69.0
500.0,15.0,136.0,52.0,25.0
500.0,17.0,137.0,32.0,19.0
427.0,23.0,133.0,19.0,14.0
418.0,9.0,127.0,59.0,20.0
500.0,16.0,145.0,136.0,17.0
500.0,36.0,159.0,112.0,53.0
480.0,23.0,143.0,43.0,48.0
500.0,13.0,165.0,55.0,52.0
500.0,17.0,155.0,64.0,45.0
500.0,21.0,155.0,25.0,28.0
118.0,11.0,188.0,64.0,14.0
500.0,28.0,249.0,24.0,32.0
500.0,19.0,168.0,63.0,32.0
500.0,16.0,181.0,30.0,30.0
500.0,34.0,55.0,36.0,13.0
347.0,50.0,74.0,62.0,24.0
429.0,49.0,52.0,42.0,11.0
500.0,22.0,60.0,140.0,41.0
279.0,9.0,64.0,30.0,9.0
352.0,58.0,207.0,20.0,29.0
500.0,21.0,187.0,26.0,73.0
500.0,15.0,183.0,117.0,43.0
500.0,10.0,62.0,15.0,15.0
500.0,21.0,189.0,46.0,17.0
500.0,19.0,148.0,57.0,22.0
500.0,13.0,254.0,30.0,20.0
500.0,21.0,175.0,63.0,24.0
500.0,24.0,201.0,14.0,10.0
500.0,27.0,181.0,18.0,10.0
500.0,27.0,186.0,70.0,39.0
500.0,12.0,216.0,16.0,26.0
500.0,15.0,171.0,92.0,11.0
182.0,35.0,252.0,114.0,28.0
500.0,27.0,30.0,34.0,25.0
500.0,20.0,82.0,53.0,25.0
500.0,22.0,190.0,32.0,44.0
500.0,49.0,172.0,43.0,15.0
478.0,17.0,217.0,133.0,18.0
434.0,18.0,158.0,21.0,15.0
500.0,11.0,225.0,61.0,16.0
443.0,30.0,347.0,37.0,17.0
500.0,13.0,345.0,64.0,89.0
474.0,18.0,317.0,39.0,18.0
382.0,10.0,226.0,20.0,20.0
445.0,12.0,439.0,34.0,46.0
500.0,22.0,24.0,45.0,20.0
383.0,20.0,76.0,107.0,25.0
417.0,21.0,30.0,75.0,23.0
417.0,22.0,60.0,126.0,83.0
500.0,43.0,12.0,61.0,32.0
500.0,60.0,25.0,53.0,12.0
500.0,11.0,95.0,146.0,30.0
500.0,55.0,17.0,60.0,50.0
418.0,21.0,145.0,56.0,24.0
500.0,25.0,153.0,30.0,22.0
500.0,26.0,500.0,49.0,14.0
500.0,20.0,351.0,98.0,38.0
500.0,24.0,500.0,37.0,46.0
500.0,33.0,500.0,52.0,22.0
500.0,36.0,500.0,94.0,24.0
500.0,17.0,500.0,54.0,19.0
500.0,13.0,471.0,25.0,71.0
500.0,32.0,500.0,70.0,40.0
500.0,25.0,408.0,17.0,25.0
500.0,21.0,397.0,83.0,46.0
500.0,18.0,285.0,60.0,40.0
500.0,13.0,287.0,39.0,22.0
500.0,71.0,281.0,65.0,42.0
500.0,13.0,392.0,51.0,60.0
500.0,17.0,454.0,123.0,32.0
500.0,11.0,500.0,40.0,66.0
500.0,28.0,500.0,57.0,12.0
500.0,19.0,500.0,19.0,29.0
500.0,23.0,500.0,18.0,38.0
500.0,29.0,500.0,131.0,55.0
448.0,52.0,500.0,52.0,14.0
500.0,16.0,500.0,67.0,21.0
326.0,35.0,500.0,33.0,20.0
342.0,43.0,500.0,44.0,22.0
500.0,13.0,500.0,42.0,34.0
211.0,11.0,500.0,28.0,22.0
375.0,34.0,500.0,82.0,40.0
500.0,46.0,500.0,57.0,23.0
500.0,22.0,500.0,76.0,29.0
500.0,22.0,500.0,45.0,20.0
500.0,36.0,500.0,44.0,31.0
500.0,55.0,500.0,131.0,19.0
500.0,15.0,500.0,162.0,26.0
500.0,44.0,500.0,49.0,22.0
325.0,23.0,500.0,85.0,15.0
489.0,34.0,500.0,95.0,32.0
500.0,17.0,500.0,110.0,14.0
495.0,47.0,500.0,34.0,20.0
500.0,19.0,500.0,51.0,16.0
500.0,12.0,500.0,65.0,23.0
500.0,67.0,500.0,35.0,24.0
500.0,32.0,500.0,45.0,11.0
500.0,74.0,500.0,43.0,30.0
398.0,33.0,500.0,35.0,40.0
500.0,39.0,500.0,43.0,29.0
500.0,35.0,176.0,67.0,45.0
500.0,19.0,500.0,45.0,14.0
500.0,37.0,500.0,61.0,20.0
500.0,14.0,500.0,90.0,17.0
500.0,26.0,500.0,74.0,19.0
500.0,21.0,500.0,68.0,67.0
500.0,33.0,500.0,62.0,11.0
117.0,19.0,500.0,68.0,12.0
500.0,34.0,500.0,54.0,63.0
500.0,30.0,500.0,161.0,17.0
386.0,50.0,295.0,132.0,52.0
500.0,17.0,292.0,61.0,20.0
500.0,18.0,289.0,56.0,17.0
500.0,27.0,267.0,78.0,14.0
500.0,15.0,266.0,75.0,14.0
369.0,30.0,161.0,38.0,16.0
500.0,11.0,144.0,49.0,12.0
500.0,18.0,169.0,75.0,38.0
500.0,22.0,153.0,35.0,29.0
500.0,26.0,161.0,21.0,36.0
500.0,24.0,142.0,47.0,13.0
500.0,25.0,136.0,115.0,19.0
421.0,31.0,148.0,88.0,28.0
345.0,25.0,145.0,135.0,34.0
497.0,12.0,135.0,65.0,22.0
279.0,30.0,159.0,174.0,23.0
500.0,17.0,172.0,183.0,21.0
500.0,51.0,147.0,23.0,46.0
500.0,59.0,157.0,54.0,39.0
500.0,16.0,182.0,76.0,12.0
500.0,39.0,145.0,115.0,13.0
500.0,125.0,148.0,52.0,16.0
500.0,17.0,155.0,354.0,13.0
500.0,21.0,165.0,46.0,37.0
500.0,27.0,160.0,91.0,18.0
500.0,45.0,188.0,42.0,25.0
500.0,20.0,153.0,106.0,25.0
500.0,21.0,166.0,36.0,27.0
500.0,9.0,179.0,30.0,15.0
500.0,29.0,165.0,150.0,11.0
500.0,105.0,201.0,133.0,40.0
500.0,37.0,186.0,88.0,15.0
500.0,23.0,212.0,70.0,43.0
404.0,40.0,196.0,167.0,16.0
500.0,17.0,179.0,100.0,23.0
500.0,23.0,168.0,95.0,28.0
500.0,25.0,209.0,30.0,41.0
500.0,25.0,189.0,46.0,21.0
500.0,43.0,209.0,46.0,18.0
500.0,28.0,202.0,53.0,24.0
500.0,24.0,168.0,74.0,11.0
500.0,86.0,165.0,171.0,22.0
156.0,14.0,194.0,106.0,21.0
500.0,36.0,161.0,60.0,22.0
456.0,54.0,180.0,84.0,32.0
500.0,11.0,202.0,210.0,33.0
500.0,54.0,221.0,93.0,25.0
167.0,11.0,195.0,176.0,11.0
500.0,107.0,223.0,86.0,38.0
500.0,55.0,223.0,69.0,63.0
500.0,22.0,237.0,52.0,43.0
500.0,53.0,295.0,40.0,36.0
500.0,42.0,282.0,86.0,14.0
500.0,22.0,299.0,125.0,14.0
500.0,50.0,254.0,151.0,33.0
500.0,15.0,358.0,16.0,21.0
500.0,53.0,375.0,106.0,30.0
500.0,17.0,308.0,52.0,21.0
